taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"Hysterium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 774","","","",,""
,"pullum",,"",,"",,"Hysterium pullum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 774","","","",,""
,"Hysterium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 179","","","",,""
,"pullum",,"",,"",,"Hysterium pullum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 179","","","",,""
,"Licea",,"",,"",,"","","","","","","","","","","Genus","Berk.","",,"Grevillea,  2(no. 17): 68 (1873)","","","",,""
,"lindheimeri",,"",,"",,"Licea lindheimeri","","","","","","","","","","Species","Berk.","ICBN",,"Grevillea,  2(no. 17): 68 (1873)","","Assumed Valid","",,""
,"Licea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 406","","","",,""
,"lindheimeri",,"",,"",,"Licea lindheimeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 406","","","",,""
,"Licea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 387","","","",,""
,"lindheimeri",,"",,"",,"Licea lindheimeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 387","","","",,""
,"Licea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 1122","","","",,""
,"lindheimeri",,"",,"",,"Licea lindheimeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 1122","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","Fr.","",,"Linnaea,  5: 549 (1830)","","","",,""
,"psidii",,"",,"",,"Meliola psidii","","","","","","","","","","Species","Fr.","ICBN",,"Linnaea,  5: 549 (1830)","","Assumed Valid","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. I: 63","","","",,""
,"psidii",,"",,"",,"Meliola psidii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. I: 63","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 63","","","",,""
,"psidii",,"",,"",,"Meliola psidii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 63","","","",,""
,"Micropeziza",,"",,"",,"","","","","","","","","","","Genus","Rehm","",,"Ascom. Alp., : no. 26 (1882)","","","",,""
,"fuscidula",,"",,"",,"Micropeziza fuscidula","","","","","","","","","","Species","Rehm","ICBN",,"Ascom. Alp., : no. 26 (1882)","","Assumed Valid","",,""
,"Micropeziza",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 333","","","",,""
,"fuscidula",,"",,"",,"Micropeziza fuscidula","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 333","","","",,""
,"Micropeziza",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 215","","","",,""
,"fuscidula",,"",,"",,"Micropeziza fuscidula","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 215","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"lindleyana",,"",,"",,"Phoma lindleyana","","","","","","","","","","Species","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 148","","","",,""
,"lindleyana",,"",,"",,"Phoma lindleyana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 148","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 531","","","",,""
,"lindleyana",,"",,"",,"Phoma lindleyana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 531","","","",,""
,"Polyporites",,"",,"",,"","","","","","","","","","","Genus","Heer","",,"Index Fungorum","","","",,""
,"sequoiae",,"",,"",,"Polyporites sequoiae","","","","","","","","","","Species","Heer","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Polyporites",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 747","","","",,""
,"sequoiae",,"",,"",,"Polyporites sequoiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 747","","","",,""
,"Polyporites",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 1046","","","",,""
,"sequoiae",,"",,"",,"Polyporites sequoiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 1046","","","",,""
,"Polyporites",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 474","","","",,""
,"sequoiae",,"",,"",,"Polyporites sequoiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 474","","","",,""
,"Polystictus",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Index Fungorum","","","",,""
,"ehrenreichii",,"",,"",,"Polystictus ehrenreichii","","","","","","","","","","Species","Henn.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Polystictus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 181","","","",,""
,"ehrenreichii",,"",,"",,"Polystictus ehrenreichii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 181","","","",,""
,"Polystictus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 604","","","",,""
,"ehrenreichii",,"",,"",,"Polystictus ehrenreichii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 604","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","Pass.","",,"Nuovo Giornale Botanico Italiano,  7: 184 (1875)","","","",,""
,"tecleae",,"",,"",,"Puccinia tecleae","","","","","","","","","","Species","Pass.","ICBN",,"Nuovo Giornale Botanico Italiano,  7: 184 (1875)","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 697","","","",,""
,"tecleae",,"",,"",,"Puccinia tecleae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 697","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 644","","","",,""
,"tecleae",,"",,"",,"Puccinia tecleae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 644","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 631","","","",,""
,"tecleae",,"",,"",,"Puccinia tecleae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 631","","","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","Maire","",,"Index Fungorum","","","",,""
,"monosporum",,"",,"",,"Rhizophydium monosporum","","","","","","","","","","Species","Maire","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 19","","","",,""
,"monosporum",,"",,"",,"Rhizophydium monosporum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 19","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"leveillei",,"",,"",,"Septoria leveillei","","","","","","","","","","Species","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 484","","","",,""
,"leveillei",,"",,"",,"Septoria leveillei","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 484","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 696","","","",,""
,"leveillei",,"",,"",,"Septoria leveillei","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 696","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 789","","","",,""
,"leveillei",,"",,"",,"Septoria leveillei","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 789","","","",,""
,"Trichia",,"",,"",,"","","","","","","","","","","Genus","Hoffm.","",,"Index Fungorum","","","",,""
,"piriformis",,"",,"",,"Trichia piriformis","","","","","","","","","","Species","Hoffm.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Trichia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 447","","","",,""
,"piriformis",,"",,"",,"Trichia piriformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 447","","","",,""
,"Trichia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 422","","","",,""
,"piriformis",,"",,"",,"Trichia piriformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 422","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","Rodway","",,"Pap. Proc. R. Soc. Tasm.,  (1920) [1919]","","","",,""
,"tasmanica",,"",,"",,"Typhula tasmanica","","","","","","","","","","Species","Rodway","ICBN",,"Pap. Proc. R. Soc. Tasm.,  (1920) [1919]","","Assumed Valid","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 1324","","","",,""
,"tasmanica",,"",,"",,"Typhula tasmanica","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 1324","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Ellis & Harkn.","",,"Index Fungorum","","","",,""
,"brodiaeae",,"",,"",,"Aecidium brodiaeae","","","","","","","","","","Species","Ellis & Harkn.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 563","","","",,""
,"brodiaeae",,"",,"",,"Aecidium brodiaeae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 563","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 4","","","",,""
,"brodiaeae",,"",,"",,"Aecidium brodiaeae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 4","","","",,""
,"Cyphella",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"An. Mus. nac. Hist. nat. B. Aires,  6: 182 (1899)","","","",,""
,"uvicola",,"",,"",,"Cyphella uvicola","","","","","","","","","","Species","Speg.","ICBN",,"An. Mus. nac. Hist. nat. B. Aires,  6: 182 (1899)","","Assumed Valid","",,""
,"Cyphella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 200","","","",,""
,"uvicola",,"",,"",,"Cyphella uvicola","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 200","","","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","O'Gara","",,"Mycologia,  7(1): 40 (1915)","","","",,""
,"salmonicolor",,"",,"",,"Colletotrichum salmonicolor","","","","","","","","","","Species","O'Gara","ICBN",,"Mycologia,  7(1): 40 (1915)","","Assumed Valid","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 565","","","",,""
,"salmonicolor",,"",,"",,"Colletotrichum salmonicolor","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 565","","","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 1213","","","",,""
,"salmonicolor",,"",,"",,"Colletotrichum salmonicolor","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 1213","","","",,""
,"Cylindrosporium",,"",,"",,"","","","","","","","","","","Genus","I. Miyake & Hara","",,"Index Fungorum","","","",,""
,"bambusae",,"",,"",,"Cylindrosporium bambusae","","","","","","","","","","Species","I. Miyake & Hara","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Cylindrosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 1233","","","",,""
,"bambusae",,"",,"",,"Cylindrosporium bambusae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 1233","","","",,""
,"Cylindrosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 623","","","",,""
,"bambusae",,"",,"",,"Cylindrosporium bambusae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 623","","","",,""
,"Diplodia",,"",,"",,"","","","","","","","","","","Genus","Sacc. & Roum.","",,"Revue mycol., Toulouse 3 (1881)","","","",,""
,"elaeophila",,"",,"",,"Diplodia elaeophila","","","","","","","","","","Species","Sacc. & Roum.","ICBN",,"Revue mycol., Toulouse 3 (1881)","","Assumed Valid","",,""
,"Diplodia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 346","","","",,""
,"elaeophila",,"",,"",,"Diplodia elaeophila","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 346","","","",,""
,"Diplodia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 209","","","",,""
,"elaeophila",,"",,"",,"Diplodia elaeophila","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 209","","","",,""
,"Corticium",,"",,"",,"","","","","","","","","","","Genus","Bourdot","",,"Rev. Sci. du Bourb.,  23(1): 12 (1910)","","","",,""
,"subtestaceum",,"",,"",,"Corticium subtestaceum","","","","","","","","","","Species","Bourdot","ICBN",,"Rev. Sci. du Bourb.,  23(1): 12 (1910)","","Assumed Valid","",,""
,"Corticium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 398","","","",,""
,"subtestaceum",,"",,"",,"Corticium subtestaceum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 398","","","",,""
,"Eriosphaeria",,"",,"",,"","","","","","","","","","","Genus","Cavara","",,"Index Fungorum","","","",,""
,"rehmii",,"",,"",,"Eriosphaeria rehmii","","","","","","","","","","Species","Cavara","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Eriosphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 307","","","",,""
,"rehmii",,"",,"",,"Eriosphaeria rehmii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 307","","","",,""
,"Eriosphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 668","","","",,""
,"rehmii",,"",,"",,"Eriosphaeria rehmii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 668","","","",,""
,"Eriosphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 235","","","",,""
,"rehmii",,"",,"",,"Eriosphaeria rehmii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 235","","","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","Cooke","",,"Grevillea,  8(no. 46): 57 (1879)","","","",,""
,"tenax",,"",,"",,"Exidia tenax","","","","","","","","","","Species","Cooke","ICBN",,"Grevillea,  8(no. 46): 57 (1879)","","Assumed Valid","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 776","","","",,""
,"tenax",,"",,"",,"Exidia tenax","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 776","","","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 242","","","",,""
,"tenax",,"",,"",,"Exidia tenax","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 242","","","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","Schulzer ex Kalchbr.","",,"Index Fungorum","","","",,""
,"leontopodius",,"",,"",,"Lentinus leontopodius","","","","","","","","","","Species","Schulzer ex Kalchbr.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 588","","","",,""
,"leontopodius",,"",,"",,"Lentinus leontopodius","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 588","","","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 364","","","",,""
,"leontopodius",,"",,"",,"Lentinus leontopodius","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 364","","","",,""
,"Leptostroma",,"",,"",,"","","","","","","","","","","Genus","Fuckel","",,"Jb. nassau. Ver. Naturk.,  23-24: 256 (1870) [1869-70]","","","",,""
,"laricinum",,"",,"",,"Leptostroma laricinum","","","","","","","","","","Species","Fuckel","ICBN",,"Jb. nassau. Ver. Naturk.,  23-24: 256 (1870) [1869-70]","","Assumed Valid","",,""
,"Leptostroma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 795","","","",,""
,"laricinum",,"",,"",,"Leptostroma laricinum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 795","","","",,""
,"Leptostroma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 641","","","",,""
,"laricinum",,"",,"",,"Leptostroma laricinum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 641","","","",,""
,"Leptostroma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 382","","","",,""
,"laricinum",,"",,"",,"Leptostroma laricinum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 382","","","",,""
,"Lizonia",,"",,"",,"","","","","","","","","","","Genus","Sacc. & P. Syd.","",,"Index Fungorum","","","",,""
,"uleana",,"",,"",,"Lizonia uleana","","","","","","","","","","Species","Sacc. & P. Syd.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lizonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 485","","","",,""
,"uleana",,"",,"",,"Lizonia uleana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 485","","","",,""
,"Lizonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 166","","","",,""
,"uleana",,"",,"",,"Lizonia uleana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 166","","","",,""
,"Nectria",,"",,"",,"","","","","","","","","","","Genus","Ellis & Everh.","",,"J. Mycol.,  3(10): 116 (1887)","","","",,""
,"rubefaciens",,"",,"",,"Nectria rubefaciens","","","","","","","","","","Species","Ellis & Everh.","ICBN",,"J. Mycol.,  3(10): 116 (1887)","","Assumed Valid","",,""
,"Nectria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 206","","","",,""
,"rubefaciens",,"",,"",,"Nectria rubefaciens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 206","","","",,""
,"Nectria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 970","","","",,""
,"rubefaciens",,"",,"",,"Nectria rubefaciens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 970","","","",,""
,"Nectria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 464","","","",,""
,"rubefaciens",,"",,"",,"Nectria rubefaciens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 464","","","",,""
,"Nectria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 187","","","",,""
,"rubefaciens",,"",,"",,"Nectria rubefaciens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 187","","","",,""
,"Peronospora",,"",,"",,"","","","","","","","","","","Genus","Gäum.","",,"Beiträge Monogr. die Gattung Peronospora Corda,  5(4): 216 (1923)","","","",,""
,"trigonellae",,"",,"",,"Peronospora trigonellae","","","","","","","","","","Species","Gäum.","ICBN",,"Beiträge Monogr. die Gattung Peronospora Corda,  5(4): 216 (1923)","","Assumed Valid","",,""
,"Peronospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 59","","","",,""
,"trigonellae",,"",,"",,"Peronospora trigonellae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 59","","","",,""
,"Phialea",,"",,"",,"","","","","","","","","","","Genus","Rehm","",,"in Sydow, Annls mycol.,  4(6): 485 (1906)","","","",,""
,"incertella",,"",,"",,"Phialea incertella","","","","","","","","","","Species","Rehm","ICBN",,"in Sydow, Annls mycol.,  4(6): 485 (1906)","","Assumed Valid","",,""
,"Phialea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 657","","","",,""
,"incertella",,"",,"",,"Phialea incertella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 657","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"scrophulariae",,"",,"",,"","","","","","","","","","","Species","Sacc.","",,"Index Fungorum","","","",,""
,"veronicae-speciosae",,"",,"",,"Phyllosticta scrophulariae var. veronicae-speciosae","","","","","","","","","","Variety","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 46","","","",,""
,"scrophulariae",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 46","","","",,""
,"veronicae-speciosae",,"",,"",,"Phyllosticta scrophulariae var. veronicae-speciosae","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. III: 46","","","",,""
,"Physarum",,"",,"",,"","","","","","","","","","","Genus","Rostaf.","",,"Index Fungorum","","","",,""
,"affine",,"",,"",,"Physarum affine","","","","","","","","","","Species","Rostaf.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Physarum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 348","","","",,""
,"affine",,"",,"",,"Physarum affine","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 348","","","",,""
,"Physarum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 567","","","",,""
,"affine",,"",,"",,"Physarum affine","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 567","","","",,""
,"Physarum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 395","","","",,""
,"affine",,"",,"",,"Physarum affine","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 395","","","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","Ellis & Everh.","",,"Index Fungorum","","","",,""
,"hyphasmatis",,"",,"",,"Pyrenophora hyphasmatis","","","","","","","","","","Species","Ellis & Everh.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 895","","","",,""
,"hyphasmatis",,"",,"",,"Pyrenophora hyphasmatis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 895","","","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 650","","","",,""
,"hyphasmatis",,"",,"",,"Pyrenophora hyphasmatis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 650","","","",,""
,"Pyrenophora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 646","","","",,""
,"hyphasmatis",,"",,"",,"Pyrenophora hyphasmatis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 646","","","",,""
,"Sirococcus",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Index Fungorum","","","",,""
,"echii",,"",,"",,"Sirococcus echii","","","","","","","","","","Species","Speg.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sirococcus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 930","","","",,""
,"echii",,"",,"",,"Sirococcus echii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 930","","","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","Berk.","",,"in Hooker, Flora Tasm.,  2: 258 (1859) [1860]","","","",,""
,"archeri",,"",,"",,"Thelephora archeri","","","","","","","","","","Species","Berk.","ICBN",,"in Hooker, Flora Tasm.,  2: 258 (1859) [1860]","","Assumed Valid","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 531","","","",,""
,"archeri",,"",,"",,"Thelephora archeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 531","","","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 1028","","","",,""
,"archeri",,"",,"",,"Thelephora archeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 1028","","","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 941","","","",,""
,"archeri",,"",,"",,"Thelephora archeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 941","","","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 504","","","",,""
,"archeri",,"",,"",,"Thelephora archeri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 504","","","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Index Fungorum","","","",,""
,"persicae",,"",,"",,"Uredo persicae","","","","","","","","","","Species","Speg.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 794","","","",,""
,"persicae",,"",,"",,"Uredo persicae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 794","","","",,""
,"Venturia",,"",,"",,"","","","","","","","","","","Genus","Syd.{?}","",,"Index Fungorum","","","",,""
,"litseae",,"",,"",,"Venturia litseae","","","","","","","","","","Species","Syd.{?}","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Venturia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 898","","","",,""
,"litseae",,"",,"",,"Venturia litseae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 898","","","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","Fuckel","",,"Index Fungorum","","","",,""
,"melicae",,"",,"",,"Vermicularia melicae","","","","","","","","","","Species","Fuckel","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 234","","","",,""
,"melicae",,"",,"",,"Vermicularia melicae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 234","","","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 841","","","",,""
,"melicae",,"",,"",,"Vermicularia melicae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 841","","","",,""
,"Boletus",,"",,"",,"","","","","","","","","","","Genus","Battarra","",,"Index Fungorum","","","",,""
