taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"macrocystis",,"",,"",,"Ravenelia macrocystis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 773","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 658","","","",,""
,"macrocystis",,"",,"",,"Ravenelia macrocystis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 658","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 664","","","",,""
,"macrocystis",,"",,"",,"Ravenelia macrocystis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 664","","","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","H.E. Petersen","",,"Index Fungorum","","","",,""
,"olla",,"",,"",,"Rhizophydium olla","","","","","","","","","","Species","H.E. Petersen","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 1297","","","",,""
,"olla",,"",,"",,"Rhizophydium olla","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 1297","","","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 842","","","",,""
,"olla",,"",,"",,"Rhizophydium olla","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 842","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Ellis","",,"J. Mycol.,  7(3): 277 (1893)","","","",,""
,"leucostoma",,"",,"",,"Septoria leucostoma","","","","","","","","","","Species","Ellis","ICBN",,"J. Mycol.,  7(3): 277 (1893)","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 544","","","",,""
,"leucostoma",,"",,"",,"Septoria leucostoma","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 544","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 696","","","",,""
,"leucostoma",,"",,"",,"Septoria leucostoma","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 696","","","",,""
,"Trichia",,"",,"",,"","","","","","","","","","","Genus","P. Karst.","",,"Notiser ur Sällskapets pro Fauna et Flora Fennica Förhandlingar, Preprint 9: 353 (1868)","","","",,""
,"persimilis",,"",,"",,"Trichia persimilis","","","","","","","","","","Species","P. Karst.","ICBN",,"Notiser ur Sällskapets pro Fauna et Flora Fennica Förhandlingar, Preprint 9: 353 (1868)","","Assumed Valid","",,""
,"Trichia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 445","","","",,""
,"persimilis",,"",,"",,"Trichia persimilis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 445","","","",,""
,"Trichia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 793","","","",,""
,"persimilis",,"",,"",,"Trichia persimilis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 793","","","",,""
,"Trichia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 983","","","",,""
,"persimilis",,"",,"",,"Trichia persimilis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 983","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","Berk. & M.A. Curtis","",,"J. Linn. Soc., Bot. 10(no. 46): 339 (1868)","","","",,""
,"subuliformis",,"",,"",,"Typhula subuliformis","","","","","","","","","","Species","Berk. & M.A. Curtis","ICBN",,"J. Linn. Soc., Bot. 10(no. 46): 339 (1868)","","Assumed Valid","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 746","","","",,""
,"subuliformis",,"",,"",,"Typhula subuliformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 746","","","",,""
,"Typhula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 809","","","",,""
,"subuliformis",,"",,"",,"Typhula subuliformis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 809","","","",,""
,"Merulius",,"",,"",,"","","","","","","","","","","Genus","Fr.","",,"Observationes mycologicae,  2: 99 (1818)","","","",,""
,"crucibulum",,"",,"",,"Merulius crucibulum","","","","","","","","","","Species","Fr.","ICBN",,"Observationes mycologicae,  2: 99 (1818)","","Assumed Valid","",,""
,"Merulius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 498","","","",,""
,"crucibulum",,"",,"",,"Merulius crucibulum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 498","","","",,""
,"Merulius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 212","","","",,""
,"crucibulum",,"",,"",,"Merulius crucibulum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 212","","","",,""
,"Ascochyta",,"",,"",,"","","","","","","","","","","Genus","Trotter","",,"Index Fungorum","","","",,""
,"salicorniae",,"",,"",,"","","","","","","","","","","Species","Trotter","",,"Index Fungorum","","","",,""
,"salicorniae-patulae",,"",,"",,"Ascochyta salicorniae f. salicorniae-patulae","","","","","","","","","","Form","Trotter","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ascochyta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 346","","","",,""
,"salicorniae",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 346","","","",,""
,"salicorniae-patulae",,"",,"",,"Ascochyta salicorniae f. salicorniae-patulae","","","","","","","","","","Form","","",,"Saccardo's Syll. fung. XVIII: 346","","","",,""
,"Capnodinula",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Boletín de la Academia Nacional de Ciencias de Córdoba,  25: 43 (1921)","","","",,""
,"costesi",,"",,"",,"","","","","","","","","","","Species","Speg.","ICBN",,"Boletín de la Academia Nacional de Ciencias de Córdoba,  25: 43 (1921)","","Assumed Valid","",,""
,"Capnodinula",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 140","","","",,""
,"costesi",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 140","","","",,""
,"Citromyces",,"",,"",,"","","","","","","","","","","Genus","Sopp","",,"Index Fungorum","","","",,""
,"caeruleus",,"",,"",,"Citromyces coeruleus","","","","","","","","","","Species","Sopp","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Citromyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 685","","","",,""
,"caeruleus",,"",,"",,"Citromyces coeruleus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 685","","","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","Peck","",,"Ann. Rep. N. Y. state Mus.,  41: 71 (1888)","","","",,""
,"muscigenus",,"",,"",,"Cortinarius muscigenus","","","","","","","","","","Species","Peck","ICBN",,"Ann. Rep. N. Y. state Mus.,  41: 71 (1888)","","Assumed Valid","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 121","","","",,""
,"muscigenus",,"",,"",,"Cortinarius muscigenus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 121","","","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 942","","","",,""
,"muscigenus",,"",,"",,"Cortinarius muscigenus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 942","","","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","Lév.","",,"in Demidov, Voyage dans la Russie Meridionale et la Crimeé, par la Hongrie, la Valachie et la Moldavie,  2: 33-242 (1842)","","","",,""
,"pistaciae",,"",,"",,"Dothidea pistaciae","","","","","","","","","","Species","Lév.","ICBN",,"in Demidov, Voyage dans la Russie Meridionale et la Crimeé, par la Hongrie, la Valachie et la Moldavie,  2: 33-242 (1842)","","Assumed Valid","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 349","","","",,""
,"pistaciae",,"",,"",,"Dothidea pistaciae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 349","","","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 131","","","",,""
,"pistaciae",,"",,"",,"Dothidea pistaciae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 131","","","",,""
,"Gymnosporangium",,"",,"",,"","","","","","","","","","","Genus","Dietel","",,"Monograph Brit. Ured., : 232 (1889)","","","",,""
,"confusum",,"",,"",,"Gymnosporangium confusum","","","","","","","","","","Species","Dietel","ICBN",,"Monograph Brit. Ured., : 232 (1889)","","Assumed Valid","",,""
,"Gymnosporangium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 809","","","",,""
,"confusum",,"",,"",,"Gymnosporangium confusum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 809","","","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Michelia,  2(no. 6): 116 (1880)","","","",,""
,"perexiguum",,"",,"",,"Gloeosporium perexiguum","","","","","","","","","","Species","Sacc.","ICBN",,"Michelia,  2(no. 6): 116 (1880)","","Assumed Valid","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 713","","","",,""
,"perexiguum",,"",,"",,"Gloeosporium perexiguum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 713","","","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 272","","","",,""
,"perexiguum",,"",,"",,"Gloeosporium perexiguum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 272","","","",,""
,"Gloeosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 775","","","",,""
,"perexiguum",,"",,"",,"Gloeosporium perexiguum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 775","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","Durieu & Lév.","",,"Index Fungorum","","","",,""
,"minutula",,"",,"",,"Hendersonia minutula","","","","","","","","","","Species","Durieu & Lév.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 469","","","",,""
,"minutula",,"",,"",,"Hendersonia minutula","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 469","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 164","","","",,""
,"minutula",,"",,"",,"Hendersonia minutula","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 164","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"rufa",,"",,"",,"","","","","","","","","","","Species","Sacc.","",,"Index Fungorum","","","",,""
,"sublateritia",,"",,"",,"Hypocrea rufa var. sublateritia","","","","","","","","","","Variety","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 520","","","",,""
,"rufa",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 520","","","",,""
,"sublateritia",,"",,"",,"Hypocrea rufa var. sublateritia","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. II: 520","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 328","","","",,""
,"rufa",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 328","","","",,""
,"sublateritia",,"",,"",,"Hypocrea rufa var. sublateritia","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. XII: 328","","","",,""
,"Karschia",,"",,"",,"","","","","","","","","","","Genus","Fairm.","",,"Index Fungorum","","","",,""
,"crassa",,"",,"",,"Karschia crassa","","","","","","","","","","Species","Fairm.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Karschia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 176","","","",,""
,"crassa",,"",,"",,"Karschia crassa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 176","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Henn. & Shirai","",,"Engler's Bot. Jahrb.,  28: 265 (1900)","","","",,""
,"meliosmatis-pungentis",,"",,"",,"","","","","","","","","","","Species","Henn. & Shirai","ICBN",,"Engler's Bot. Jahrb.,  28: 265 (1900)","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 333","","","",,""
,"meliosmatis-pungentis",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 333","","","",,""
,"Oudemansiella",,"",,"",,"","","","","","","","","","","Genus","Pat.","",,"Bull. Soc. mycol. Fr.,  4: 12 (1888)","","","",,""
,"platensis",,"",,"",,"","","","","","","","","","","Species","Pat.","",,"Bull. Soc. mycol. Fr.,  4: 12 (1888)","","","",,""
,"orinocensis",,"",,"",,"Oudemansiella platensis var. orinocensis","","","","","","","","","","Variety","Pat.","ICBN",,"Bull. Soc. mycol. Fr.,  4: 12 (1888)","","Assumed Valid","",,""
,"Oudemansiella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 81","","","",,""
,"platensis",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 81","","","",,""
,"orinocensis",,"",,"",,"Oudemansiella platensis var. orinocensis","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. IX: 81","","","",,""
,"Oudemansiella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 486","","","",,""
,"platensis",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 486","","","",,""
,"orinocensis",,"",,"",,"Oudemansiella platensis var. orinocensis","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. XII: 486","","","",,""
,"Oudemansiella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 69","","","",,""
,"platensis",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 69","","","",,""
,"orinocensis",,"",,"",,"Oudemansiella platensis var. orinocensis","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. XVI: 69","","","",,""
,"Phyllachora",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"An. Soc. cient. argent.,  26: 39 (1888)","","","",,""
,"menispermi",,"",,"",,"Phyllachora menispermi","","","","","","","","","","Species","Speg.","ICBN",,"An. Soc. cient. argent.,  26: 39 (1888)","","Assumed Valid","",,""
,"Phyllachora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 1016","","","",,""
,"menispermi",,"",,"",,"Phyllachora menispermi","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 1016","","","",,""
,"Phyllachora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 548","","","",,""
,"menispermi",,"",,"",,"Phyllachora menispermi","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 548","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","Gonz. Frag.","",,"Index Fungorum","","","",,""
,"scleropoae",,"",,"",,"Phyllosticta scleropoae","","","","","","","","","","Species","Gonz. Frag.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 993","","","",,""
,"scleropoae",,"",,"",,"Phyllosticta scleropoae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 993","","","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","Opiz","",,"Index Fungorum","","","",,""
,"acerinus",,"",,"",,"Polyporus acerinus","","","","","","","","","","Species","Opiz","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 149","","","",,""
,"acerinus",,"",,"",,"Polyporus acerinus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 149","","","",,""
,"Polyporus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 592","","","",,""
,"acerinus",,"",,"",,"Polyporus acerinus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 592","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","Kleb.","",,"Jb. wiss. Bot.,  34: 391 (1900)","","","",,""
,"ribesii-pseudocyperi",,"",,"",,"Puccinia ribesii-pseudocyperi","","","","","","","","","","Species","Kleb.","ICBN",,"Jb. wiss. Bot.,  34: 391 (1900)","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 468","","","",,""
,"ribesii-pseudocyperi",,"",,"",,"Puccinia ribesii-pseudocyperi","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 468","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 620","","","",,""
,"ribesii-pseudocyperi",,"",,"",,"Puccinia ribesii-pseudocyperi","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 620","","","",,""
,"Sclerospora",,"",,"",,"","","","","","","","","","","Genus","Traverso","",,"Index Fungorum","","","",,""
,"graminicola",,"",,"",,"","","","","","","","","","","Species","Traverso","",,"Index Fungorum","","","",,""
,"setariae-italicae",,"",,"",,"Sclerospora graminicola var. setariae-italicae","","","","","","","","","","Variety","Traverso","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sclerospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 520","","","",,""
,"graminicola",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 520","","","",,""
